name,category,occasion,relationship,interests,personality,price,description
Coffee Table Photography Book - Collection 10,Books,Housewarming,Parent,books reading literature learning,"Classic, Sentimental",1625,"Coffee Table Photography Book - Collection 10, a refined books gift for housewarming and books enthusiasts."
Coffee Table Photography Book - Collection 11,Books,Farewell,Family,books reading literature learning,"Creative, Sentimental",1750,"Coffee Table Photography Book - Collection 11, a refined books gift for farewell and books enthusiasts."
Coffee Table Photography Book - Collection 12,Books,Christmas,Colleague,books reading literature learning,"Romantic, Stylish",1875,"Coffee Table Photography Book - Collection 12, a refined books gift for christmas and books enthusiasts."
Coffee Table Photography Book - Collection 13,Books,Friendship Day,Classmate,books reading literature learning,"Practical, Minimalist",2000,"Coffee Table Photography Book - Collection 13, a refined books gift for friendship day and books enthusiasts."
Coffee Table Photography Book - Collection 14,Books,Wedding,Mentor,books reading literature learning,"Adventurous, Extroverted",2125,"Coffee Table Photography Book - Collection 14, a refined books gift for wedding and books enthusiasts."
Cookbook Gift Edition - Collection 8,Books,Graduation,Family,books reading literature learning,"Techie, Practical",1375,"Cookbook Gift Edition - Collection 8, a refined books gift for graduation and books enthusiasts."
Cookbook Gift Edition - Collection 9,Books,Housewarming,Colleague,books reading literature learning,"Classic, Sentimental",1500,"Cookbook Gift Edition - Collection 9, a refined books gift for housewarming and books enthusiasts."
Cookbook Gift Edition - Collection 10,Books,Farewell,Classmate,books reading literature learning,"Creative, Sentimental",1625,"Cookbook Gift Edition - Collection 10, a refined books gift for farewell and books enthusiasts."
Cookbook Gift Edition - Collection 11,Books,Christmas,Mentor,books reading literature learning,"Romantic, Stylish",1750,"Cookbook Gift Edition - Collection 11, a refined books gift for christmas and books enthusiasts."
Cookbook Gift Edition - Collection 12,Books,Friendship Day,Partner,books reading literature learning,"Practical, Minimalist",1875,"Cookbook Gift Edition - Collection 12, a refined books gift for friendship day and books enthusiasts."
Cookbook Gift Edition - Collection 13,Books,Wedding,Best Friend,books reading literature learning,"Adventurous, Extroverted",2000,"Cookbook Gift Edition - Collection 13, a refined books gift for wedding and books enthusiasts."
Cookbook Gift Edition - Collection 14,Books,Promotion,Friend,books reading literature learning,"Introverted, Intellectual",2125,"Cookbook Gift Edition - Collection 14, a refined books gift for promotion and books enthusiasts."
Travel Stories Collection - Collection 8,Books,Housewarming,Mentor,books reading literature learning,"Classic, Sentimental",1375,"Travel Stories Collection - Collection 8, a refined books gift for housewarming and books enthusiasts."
Travel Stories Collection - Collection 9,Books,Farewell,Partner,books reading literature learning,"Creative, Sentimental",1500,"Travel Stories Collection - Collection 9, a refined books gift for farewell and books enthusiasts."
Travel Stories Collection - Collection 10,Books,Christmas,Best Friend,books reading literature learning,"Romantic, Stylish",1625,"Travel Stories Collection - Collection 10, a refined books gift for christmas and books enthusiasts."
Travel Stories Collection - Collection 11,Books,Friendship Day,Friend,books reading literature learning,"Practical, Minimalist",1750,"Travel Stories Collection - Collection 11, a refined books gift for friendship day and books enthusiasts."
Travel Stories Collection - Collection 12,Books,Wedding,Sibling,books reading literature learning,"Adventurous, Extroverted",1875,"Travel Stories Collection - Collection 12, a refined books gift for wedding and books enthusiasts."
Travel Stories Collection - Collection 13,Books,Promotion,Parent,books reading literature learning,"Introverted, Intellectual",2000,"Travel Stories Collection - Collection 13, a refined books gift for promotion and books enthusiasts."
Travel Stories Collection - Collection 14,Books,Thank You,Family,books reading literature learning,"Funny, Trendy",2125,"Travel Stories Collection - Collection 14, a refined books gift for thank you and books enthusiasts."
Science Book Set - Collection 8,Books,Farewell,Friend,books reading literature learning,"Creative, Sentimental",1375,"Science Book Set - Collection 8, a refined books gift for farewell and books enthusiasts."
Science Book Set - Collection 9,Books,Christmas,Sibling,books reading literature learning,"Romantic, Stylish",1500,"Science Book Set - Collection 9, a refined books gift for christmas and books enthusiasts."
Science Book Set - Collection 10,Books,Friendship Day,Parent,books reading literature learning,"Practical, Minimalist",1625,"Science Book Set - Collection 10, a refined books gift for friendship day and books enthusiasts."
Science Book Set - Collection 11,Books,Wedding,Family,books reading literature learning,"Adventurous, Extroverted",1750,"Science Book Set - Collection 11, a refined books gift for wedding and books enthusiasts."
Science Book Set - Collection 12,Books,Promotion,Colleague,books reading literature learning,"Introverted, Intellectual",1875,"Science Book Set - Collection 12, a refined books gift for promotion and books enthusiasts."
Science Book Set - Collection 13,Books,Thank You,Classmate,books reading literature learning,"Funny, Trendy",2000,"Science Book Set - Collection 13, a refined books gift for thank you and books enthusiasts."
Science Book Set - Collection 14,Books,Just Because,Mentor,books reading literature learning,"Techie, Practical",2125,"Science Book Set - Collection 14, a refined books gift for just because and books enthusiasts."
Premium Skincare Gift Set - Collection 8,Beauty,Thank You,Mentor,skincare beauty self care wellness,"Romantic, Stylish",2475,"Premium Skincare Gift Set - Collection 8, a refined beauty gift for thank you and skincare enthusiasts."
Premium Skincare Gift Set - Collection 9,Beauty,Just Because,Partner,skincare beauty self care wellness,"Practical, Minimalist",2700,"Premium Skincare Gift Set - Collection 9, a refined beauty gift for just because and skincare enthusiasts."
Premium Skincare Gift Set - Collection 10,Beauty,Birthday,Best Friend,skincare beauty self care wellness,"Adventurous, Extroverted",2925,"Premium Skincare Gift Set - Collection 10, a refined beauty gift for birthday and skincare enthusiasts."
Premium Skincare Gift Set - Collection 11,Beauty,Anniversary,Friend,skincare beauty self care wellness,"Introverted, Intellectual",3150,"Premium Skincare Gift Set - Collection 11, a refined beauty gift for anniversary and skincare enthusiasts."
Premium Skincare Gift Set - Collection 12,Beauty,Valentines Day,Sibling,skincare beauty self care wellness,"Funny, Trendy",3375,"Premium Skincare Gift Set - Collection 12, a refined beauty gift for valentines day and skincare enthusiasts."
Premium Skincare Gift Set - Collection 13,Beauty,Graduation,Parent,skincare beauty self care wellness,"Techie, Practical",3600,"Premium Skincare Gift Set - Collection 13, a refined beauty gift for graduation and skincare enthusiasts."
Premium Skincare Gift Set - Collection 14,Beauty,Housewarming,Family,skincare beauty self care wellness,"Classic, Sentimental",3825,"Premium Skincare Gift Set - Collection 14, a refined beauty gift for housewarming and skincare enthusiasts."
Self Care Bath Set - Collection 8,Beauty,Just Because,Friend,skincare beauty self care wellness,"Practical, Minimalist",2475,"Self Care Bath Set - Collection 8, a refined beauty gift for just because and skincare enthusiasts."
Self Care Bath Set - Collection 9,Beauty,Birthday,Sibling,skincare beauty self care wellness,"Adventurous, Extroverted",2700,"Self Care Bath Set - Collection 9, a refined beauty gift for birthday and skincare enthusiasts."
Self Care Bath Set - Collection 10,Beauty,Anniversary,Parent,skincare beauty self care wellness,"Introverted, Intellectual",2925,"Self Care Bath Set - Collection 10, a refined beauty gift for anniversary and skincare enthusiasts."
Self Care Bath Set - Collection 11,Beauty,Valentines Day,Family,skincare beauty self care wellness,"Funny, Trendy",3150,"Self Care Bath Set - Collection 11, a refined beauty gift for valentines day and skincare enthusiasts."
Self Care Bath Set - Collection 12,Beauty,Graduation,Colleague,skincare beauty self care wellness,"Techie, Practical",3375,"Self Care Bath Set - Collection 12, a refined beauty gift for graduation and skincare enthusiasts."
Self Care Bath Set - Collection 13,Beauty,Housewarming,Classmate,skincare beauty self care wellness,"Classic, Sentimental",3600,"Self Care Bath Set - Collection 13, a refined beauty gift for housewarming and skincare enthusiasts."
Self Care Bath Set - Collection 14,Beauty,Farewell,Mentor,skincare beauty self care wellness,"Creative, Sentimental",3825,"Self Care Bath Set - Collection 14, a refined beauty gift for farewell and skincare enthusiasts."
Lip Care Collection - Collection 8,Beauty,Birthday,Family,skincare beauty self care wellness,"Adventurous, Extroverted",2475,"Lip Care Collection - Collection 8, a refined beauty gift for birthday and skincare enthusiasts."
Lip Care Collection - Collection 9,Beauty,Anniversary,Colleague,skincare beauty self care wellness,"Introverted, Intellectual",2700,"Lip Care Collection - Collection 9, a refined beauty gift for anniversary and skincare enthusiasts."
Lip Care Collection - Collection 10,Beauty,Valentines Day,Classmate,skincare beauty self care wellness,"Funny, Trendy",2925,"Lip Care Collection - Collection 10, a refined beauty gift for valentines day and skincare enthusiasts."
Lip Care Collection - Collection 11,Beauty,Graduation,Mentor,skincare beauty self care wellness,"Techie, Practical",3150,"Lip Care Collection - Collection 11, a refined beauty gift for graduation and skincare enthusiasts."
Lip Care Collection - Collection 12,Beauty,Housewarming,Partner,skincare beauty self care wellness,"Classic, Sentimental",3375,"Lip Care Collection - Collection 12, a refined beauty gift for housewarming and skincare enthusiasts."
Lip Care Collection - Collection 13,Beauty,Farewell,Best Friend,skincare beauty self care wellness,"Creative, Sentimental",3600,"Lip Care Collection - Collection 13, a refined beauty gift for farewell and skincare enthusiasts."
Lip Care Collection - Collection 14,Beauty,Christmas,Friend,skincare beauty self care wellness,"Romantic, Stylish",3825,"Lip Care Collection - Collection 14, a refined beauty gift for christmas and skincare enthusiasts."
Body Care Gift Box - Collection 8,Beauty,Anniversary,Mentor,skincare beauty self care wellness,"Introverted, Intellectual",2475,"Body Care Gift Box - Collection 8, a refined beauty gift for anniversary and skincare enthusiasts."
Body Care Gift Box - Collection 9,Beauty,Valentines Day,Partner,skincare beauty self care wellness,"Funny, Trendy",2700,"Body Care Gift Box - Collection 9, a refined beauty gift for valentines day and skincare enthusiasts."
Body Care Gift Box - Collection 10,Beauty,Graduation,Best Friend,skincare beauty self care wellness,"Techie, Practical",2925,"Body Care Gift Box - Collection 10, a refined beauty gift for graduation and skincare enthusiasts."
Body Care Gift Box - Collection 11,Beauty,Housewarming,Friend,skincare beauty self care wellness,"Classic, Sentimental",3150,"Body Care Gift Box - Collection 11, a refined beauty gift for housewarming and skincare enthusiasts."
Body Care Gift Box - Collection 12,Beauty,Farewell,Sibling,skincare beauty self care wellness,"Creative, Sentimental",3375,"Body Care Gift Box - Collection 12, a refined beauty gift for farewell and skincare enthusiasts."
Body Care Gift Box - Collection 13,Beauty,Christmas,Parent,skincare beauty self care wellness,"Romantic, Stylish",3600,"Body Care Gift Box - Collection 13, a refined beauty gift for christmas and skincare enthusiasts."
Body Care Gift Box - Collection 14,Beauty,Friendship Day,Family,skincare beauty self care wellness,"Practical, Minimalist",3825,"Body Care Gift Box - Collection 14, a refined beauty gift for friendship day and skincare enthusiasts."
Aromatherapy Set - Collection 8,Beauty,Valentines Day,Friend,skincare beauty self care wellness,"Funny, Trendy",2475,"Aromatherapy Set - Collection 8, a refined beauty gift for valentines day and skincare enthusiasts."
Aromatherapy Set - Collection 9,Beauty,Graduation,Sibling,skincare beauty self care wellness,"Techie, Practical",2700,"Aromatherapy Set - Collection 9, a refined beauty gift for graduation and skincare enthusiasts."
Aromatherapy Set - Collection 10,Beauty,Housewarming,Parent,skincare beauty self care wellness,"Classic, Sentimental",2925,"Aromatherapy Set - Collection 10, a refined beauty gift for housewarming and skincare enthusiasts."
Aromatherapy Set - Collection 11,Beauty,Farewell,Family,skincare beauty self care wellness,"Creative, Sentimental",3150,"Aromatherapy Set - Collection 11, a refined beauty gift for farewell and skincare enthusiasts."
Aromatherapy Set - Collection 12,Beauty,Christmas,Colleague,skincare beauty self care wellness,"Romantic, Stylish",3375,"Aromatherapy Set - Collection 12, a refined beauty gift for christmas and skincare enthusiasts."
Aromatherapy Set - Collection 13,Beauty,Friendship Day,Classmate,skincare beauty self care wellness,"Practical, Minimalist",3600,"Aromatherapy Set - Collection 13, a refined beauty gift for friendship day and skincare enthusiasts."
Aromatherapy Set - Collection 14,Beauty,Wedding,Mentor,skincare beauty self care wellness,"Adventurous, Extroverted",3825,"Aromatherapy Set - Collection 14, a refined beauty gift for wedding and skincare enthusiasts."
Hand Care Kit - Collection 8,Beauty,Graduation,Family,skincare beauty self care wellness,"Techie, Practical",2475,"Hand Care Kit - Collection 8, a refined beauty gift for graduation and skincare enthusiasts."
Hand Care Kit - Collection 9,Beauty,Housewarming,Colleague,skincare beauty self care wellness,"Classic, Sentimental",2700,"Hand Care Kit - Collection 9, a refined beauty gift for housewarming and skincare enthusiasts."
Hand Care Kit - Collection 10,Beauty,Farewell,Classmate,skincare beauty self care wellness,"Creative, Sentimental",2925,"Hand Care Kit - Collection 10, a refined beauty gift for farewell and skincare enthusiasts."
Hand Care Kit - Collection 11,Beauty,Christmas,Mentor,skincare beauty self care wellness,"Romantic, Stylish",3150,"Hand Care Kit - Collection 11, a refined beauty gift for christmas and skincare enthusiasts."
Hand Care Kit - Collection 12,Beauty,Friendship Day,Partner,skincare beauty self care wellness,"Practical, Minimalist",3375,"Hand Care Kit - Collection 12, a refined beauty gift for friendship day and skincare enthusiasts."
Hand Care Kit - Collection 13,Beauty,Wedding,Best Friend,skincare beauty self care wellness,"Adventurous, Extroverted",3600,"Hand Care Kit - Collection 13, a refined beauty gift for wedding and skincare enthusiasts."
Hand Care Kit - Collection 14,Beauty,Promotion,Friend,skincare beauty self care wellness,"Introverted, Intellectual",3825,"Hand Care Kit - Collection 14, a refined beauty gift for promotion and skincare enthusiasts."
Hair Care Gift Set - Collection 8,Beauty,Housewarming,Mentor,skincare beauty self care wellness,"Classic, Sentimental",2475,"Hair Care Gift Set - Collection 8, a refined beauty gift for housewarming and skincare enthusiasts."
Hair Care Gift Set - Collection 9,Beauty,Farewell,Partner,skincare beauty self care wellness,"Creative, Sentimental",2700,"Hair Care Gift Set - Collection 9, a refined beauty gift for farewell and skincare enthusiasts."
Hair Care Gift Set - Collection 10,Beauty,Christmas,Best Friend,skincare beauty self care wellness,"Romantic, Stylish",2925,"Hair Care Gift Set - Collection 10, a refined beauty gift for christmas and skincare enthusiasts."
Hair Care Gift Set - Collection 11,Beauty,Friendship Day,Friend,skincare beauty self care wellness,"Practical, Minimalist",3150,"Hair Care Gift Set - Collection 11, a refined beauty gift for friendship day and skincare enthusiasts."
Hair Care Gift Set - Collection 12,Beauty,Wedding,Sibling,skincare beauty self care wellness,"Adventurous, Extroverted",3375,"Hair Care Gift Set - Collection 12, a refined beauty gift for wedding and skincare enthusiasts."
Hair Care Gift Set - Collection 13,Beauty,Promotion,Parent,skincare beauty self care wellness,"Introverted, Intellectual",3600,"Hair Care Gift Set - Collection 13, a refined beauty gift for promotion and skincare enthusiasts."
Hair Care Gift Set - Collection 14,Beauty,Thank You,Family,skincare beauty self care wellness,"Funny, Trendy",3825,"Hair Care Gift Set - Collection 14, a refined beauty gift for thank you and skincare enthusiasts."
Beauty Travel Pouch - Collection 8,Beauty,Farewell,Friend,skincare beauty self care wellness,"Creative, Sentimental",2475,"Beauty Travel Pouch - Collection 8, a refined beauty gift for farewell and skincare enthusiasts."
Beauty Travel Pouch - Collection 9,Beauty,Christmas,Sibling,skincare beauty self care wellness,"Romantic, Stylish",2700,"Beauty Travel Pouch - Collection 9, a refined beauty gift for christmas and skincare enthusiasts."
Beauty Travel Pouch - Collection 10,Beauty,Friendship Day,Parent,skincare beauty self care wellness,"Practical, Minimalist",2925,"Beauty Travel Pouch - Collection 10, a refined beauty gift for friendship day and skincare enthusiasts."
Beauty Travel Pouch - Collection 11,Beauty,Wedding,Family,skincare beauty self care wellness,"Adventurous, Extroverted",3150,"Beauty Travel Pouch - Collection 11, a refined beauty gift for wedding and skincare enthusiasts."
Beauty Travel Pouch - Collection 12,Beauty,Promotion,Colleague,skincare beauty self care wellness,"Introverted, Intellectual",3375,"Beauty Travel Pouch - Collection 12, a refined beauty gift for promotion and skincare enthusiasts."
Beauty Travel Pouch - Collection 13,Beauty,Thank You,Classmate,skincare beauty self care wellness,"Funny, Trendy",3600,"Beauty Travel Pouch - Collection 13, a refined beauty gift for thank you and skincare enthusiasts."
Beauty Travel Pouch - Collection 14,Beauty,Just Because,Mentor,skincare beauty self care wellness,"Techie, Practical",3825,"Beauty Travel Pouch - Collection 14, a refined beauty gift for just because and skincare enthusiasts."
Wireless Earbuds - Collection 8,Technology,Thank You,Mentor,technology gadgets productivity,"Romantic, Stylish",3300,"Wireless Earbuds - Collection 8, a refined technology gift for thank you and technology enthusiasts."
Wireless Earbuds - Collection 9,Technology,Just Because,Partner,technology gadgets productivity,"Practical, Minimalist",3600,"Wireless Earbuds - Collection 9, a refined technology gift for just because and technology enthusiasts."
Wireless Earbuds - Collection 10,Technology,Birthday,Best Friend,technology gadgets productivity,"Adventurous, Extroverted",3900,"Wireless Earbuds - Collection 10, a refined technology gift for birthday and technology enthusiasts."
Wireless Earbuds - Collection 11,Technology,Anniversary,Friend,technology gadgets productivity,"Introverted, Intellectual",4200,"Wireless Earbuds - Collection 11, a refined technology gift for anniversary and technology enthusiasts."
Wireless Earbuds - Collection 12,Technology,Valentines Day,Sibling,technology gadgets productivity,"Funny, Trendy",4500,"Wireless Earbuds - Collection 12, a refined technology gift for valentines day and technology enthusiasts."
Wireless Earbuds - Collection 13,Technology,Graduation,Parent,technology gadgets productivity,"Techie, Practical",4800,"Wireless Earbuds - Collection 13, a refined technology gift for graduation and technology enthusiasts."
Wireless Earbuds - Collection 14,Technology,Housewarming,Family,technology gadgets productivity,"Classic, Sentimental",5100,"Wireless Earbuds - Collection 14, a refined technology gift for housewarming and technology enthusiasts."
Portable Bluetooth Speaker - Collection 8,Technology,Just Because,Friend,technology gadgets productivity,"Practical, Minimalist",3300,"Portable Bluetooth Speaker - Collection 8, a refined technology gift for just because and technology enthusiasts."
Portable Bluetooth Speaker - Collection 9,Technology,Birthday,Sibling,technology gadgets productivity,"Adventurous, Extroverted",3600,"Portable Bluetooth Speaker - Collection 9, a refined technology gift for birthday and technology enthusiasts."
Portable Bluetooth Speaker - Collection 10,Technology,Anniversary,Parent,technology gadgets productivity,"Introverted, Intellectual",3900,"Portable Bluetooth Speaker - Collection 10, a refined technology gift for anniversary and technology enthusiasts."
Portable Bluetooth Speaker - Collection 11,Technology,Valentines Day,Family,technology gadgets productivity,"Funny, Trendy",4200,"Portable Bluetooth Speaker - Collection 11, a refined technology gift for valentines day and technology enthusiasts."
Portable Bluetooth Speaker - Collection 12,Technology,Graduation,Colleague,technology gadgets productivity,"Techie, Practical",4500,"Portable Bluetooth Speaker - Collection 12, a refined technology gift for graduation and technology enthusiasts."
Portable Bluetooth Speaker - Collection 13,Technology,Housewarming,Classmate,technology gadgets productivity,"Classic, Sentimental",4800,"Portable Bluetooth Speaker - Collection 13, a refined technology gift for housewarming and technology enthusiasts."
Portable Bluetooth Speaker - Collection 14,Technology,Farewell,Mentor,technology gadgets productivity,"Creative, Sentimental",5100,"Portable Bluetooth Speaker - Collection 14, a refined technology gift for farewell and technology enthusiasts."
Smart Desk Lamp - Collection 8,Technology,Birthday,Family,technology gadgets productivity,"Adventurous, Extroverted",3300,"Smart Desk Lamp - Collection 8, a refined technology gift for birthday and technology enthusiasts."
Smart Desk Lamp - Collection 9,Technology,Anniversary,Colleague,technology gadgets productivity,"Introverted, Intellectual",3600,"Smart Desk Lamp - Collection 9, a refined technology gift for anniversary and technology enthusiasts."
Smart Desk Lamp - Collection 10,Technology,Valentines Day,Classmate,technology gadgets productivity,"Funny, Trendy",3900,"Smart Desk Lamp - Collection 10, a refined technology gift for valentines day and technology enthusiasts."
Smart Desk Lamp - Collection 11,Technology,Graduation,Mentor,technology gadgets productivity,"Techie, Practical",4200,"Smart Desk Lamp - Collection 11, a refined technology gift for graduation and technology enthusiasts."
Smart Desk Lamp - Collection 12,Technology,Housewarming,Partner,technology gadgets productivity,"Classic, Sentimental",4500,"Smart Desk Lamp - Collection 12, a refined technology gift for housewarming and technology enthusiasts."
Smart Desk Lamp - Collection 13,Technology,Farewell,Best Friend,technology gadgets productivity,"Creative, Sentimental",4800,"Smart Desk Lamp - Collection 13, a refined technology gift for farewell and technology enthusiasts."
Smart Desk Lamp - Collection 14,Technology,Christmas,Friend,technology gadgets productivity,"Romantic, Stylish",5100,"Smart Desk Lamp - Collection 14, a refined technology gift for christmas and technology enthusiasts."
Phone Stand - Collection 8,Technology,Anniversary,Mentor,technology gadgets productivity,"Introverted, Intellectual",3300,"Phone Stand - Collection 8, a refined technology gift for anniversary and technology enthusiasts."
Phone Stand - Collection 9,Technology,Valentines Day,Partner,technology gadgets productivity,"Funny, Trendy",3600,"Phone Stand - Collection 9, a refined technology gift for valentines day and technology enthusiasts."
Phone Stand - Collection 10,Technology,Graduation,Best Friend,technology gadgets productivity,"Techie, Practical",3900,"Phone Stand - Collection 10, a refined technology gift for graduation and technology enthusiasts."
Phone Stand - Collection 11,Technology,Housewarming,Friend,technology gadgets productivity,"Classic, Sentimental",4200,"Phone Stand - Collection 11, a refined technology gift for housewarming and technology enthusiasts."
Phone Stand - Collection 12,Technology,Farewell,Sibling,technology gadgets productivity,"Creative, Sentimental",4500,"Phone Stand - Collection 12, a refined technology gift for farewell and technology enthusiasts."
Phone Stand - Collection 13,Technology,Christmas,Parent,technology gadgets productivity,"Romantic, Stylish",4800,"Phone Stand - Collection 13, a refined technology gift for christmas and technology enthusiasts."
Phone Stand - Collection 14,Technology,Friendship Day,Family,technology gadgets productivity,"Practical, Minimalist",5100,"Phone Stand - Collection 14, a refined technology gift for friendship day and technology enthusiasts."
Wireless Charging Pad - Collection 8,Technology,Valentines Day,Friend,technology gadgets productivity,"Funny, Trendy",3300,"Wireless Charging Pad - Collection 8, a refined technology gift for valentines day and technology enthusiasts."
Wireless Charging Pad - Collection 9,Technology,Graduation,Sibling,technology gadgets productivity,"Techie, Practical",3600,"Wireless Charging Pad - Collection 9, a refined technology gift for graduation and technology enthusiasts."
Wireless Charging Pad - Collection 10,Technology,Housewarming,Parent,technology gadgets productivity,"Classic, Sentimental",3900,"Wireless Charging Pad - Collection 10, a refined technology gift for housewarming and technology enthusiasts."
Wireless Charging Pad - Collection 11,Technology,Farewell,Family,technology gadgets productivity,"Creative, Sentimental",4200,"Wireless Charging Pad - Collection 11, a refined technology gift for farewell and technology enthusiasts."
Wireless Charging Pad - Collection 12,Technology,Christmas,Colleague,technology gadgets productivity,"Romantic, Stylish",4500,"Wireless Charging Pad - Collection 12, a refined technology gift for christmas and technology enthusiasts."
Wireless Charging Pad - Collection 13,Technology,Friendship Day,Classmate,technology gadgets productivity,"Practical, Minimalist",4800,"Wireless Charging Pad - Collection 13, a refined technology gift for friendship day and technology enthusiasts."
Wireless Charging Pad - Collection 14,Technology,Wedding,Mentor,technology gadgets productivity,"Adventurous, Extroverted",5100,"Wireless Charging Pad - Collection 14, a refined technology gift for wedding and technology enthusiasts."
Laptop Sleeve - Collection 8,Technology,Graduation,Family,technology gadgets productivity,"Techie, Practical",3300,"Laptop Sleeve - Collection 8, a refined technology gift for graduation and technology enthusiasts."
Laptop Sleeve - Collection 9,Technology,Housewarming,Colleague,technology gadgets productivity,"Classic, Sentimental",3600,"Laptop Sleeve - Collection 9, a refined technology gift for housewarming and technology enthusiasts."
Laptop Sleeve - Collection 10,Technology,Farewell,Classmate,technology gadgets productivity,"Creative, Sentimental",3900,"Laptop Sleeve - Collection 10, a refined technology gift for farewell and technology enthusiasts."
Laptop Sleeve - Collection 11,Technology,Christmas,Mentor,technology gadgets productivity,"Romantic, Stylish",4200,"Laptop Sleeve - Collection 11, a refined technology gift for christmas and technology enthusiasts."
Laptop Sleeve - Collection 12,Technology,Friendship Day,Partner,technology gadgets productivity,"Practical, Minimalist",4500,"Laptop Sleeve - Collection 12, a refined technology gift for friendship day and technology enthusiasts."
Laptop Sleeve - Collection 13,Technology,Wedding,Best Friend,technology gadgets productivity,"Adventurous, Extroverted",4800,"Laptop Sleeve - Collection 13, a refined technology gift for wedding and technology enthusiasts."
Laptop Sleeve - Collection 14,Technology,Promotion,Friend,technology gadgets productivity,"Introverted, Intellectual",5100,"Laptop Sleeve - Collection 14, a refined technology gift for promotion and technology enthusiasts."
Power Bank - Collection 8,Technology,Housewarming,Mentor,technology gadgets productivity,"Classic, Sentimental",3300,"Power Bank - Collection 8, a refined technology gift for housewarming and technology enthusiasts."
Power Bank - Collection 9,Technology,Farewell,Partner,technology gadgets productivity,"Creative, Sentimental",3600,"Power Bank - Collection 9, a refined technology gift for farewell and technology enthusiasts."
Power Bank - Collection 10,Technology,Christmas,Best Friend,technology gadgets productivity,"Romantic, Stylish",3900,"Power Bank - Collection 10, a refined technology gift for christmas and technology enthusiasts."
Power Bank - Collection 11,Technology,Friendship Day,Friend,technology gadgets productivity,"Practical, Minimalist",4200,"Power Bank - Collection 11, a refined technology gift for friendship day and technology enthusiasts."
Power Bank - Collection 12,Technology,Wedding,Sibling,technology gadgets productivity,"Adventurous, Extroverted",4500,"Power Bank - Collection 12, a refined technology gift for wedding and technology enthusiasts."
Power Bank - Collection 13,Technology,Promotion,Parent,technology gadgets productivity,"Introverted, Intellectual",4800,"Power Bank - Collection 13, a refined technology gift for promotion and technology enthusiasts."
Power Bank - Collection 14,Technology,Thank You,Family,technology gadgets productivity,"Funny, Trendy",5100,"Power Bank - Collection 14, a refined technology gift for thank you and technology enthusiasts."
Mechanical Keyboard - Collection 8,Technology,Farewell,Friend,technology gadgets productivity,"Creative, Sentimental",3300,"Mechanical Keyboard - Collection 8, a refined technology gift for farewell and technology enthusiasts."
Mechanical Keyboard - Collection 9,Technology,Christmas,Sibling,technology gadgets productivity,"Romantic, Stylish",3600,"Mechanical Keyboard - Collection 9, a refined technology gift for christmas and technology enthusiasts."
Mechanical Keyboard - Collection 10,Technology,Friendship Day,Parent,technology gadgets productivity,"Practical, Minimalist",3900,"Mechanical Keyboard - Collection 10, a refined technology gift for friendship day and technology enthusiasts."
Mechanical Keyboard - Collection 11,Technology,Wedding,Family,technology gadgets productivity,"Adventurous, Extroverted",4200,"Mechanical Keyboard - Collection 11, a refined technology gift for wedding and technology enthusiasts."
Mechanical Keyboard - Collection 12,Technology,Promotion,Colleague,technology gadgets productivity,"Introverted, Intellectual",4500,"Mechanical Keyboard - Collection 12, a refined technology gift for promotion and technology enthusiasts."
Mechanical Keyboard - Collection 13,Technology,Thank You,Classmate,technology gadgets productivity,"Funny, Trendy",4800,"Mechanical Keyboard - Collection 13, a refined technology gift for thank you and technology enthusiasts."
Mechanical Keyboard - Collection 14,Technology,Just Because,Mentor,technology gadgets productivity,"Techie, Practical",5100,"Mechanical Keyboard - Collection 14, a refined technology gift for just because and technology enthusiasts."
Gaming Headset - Collection 8,Gaming,Thank You,Mentor,gaming esports technology entertainment,"Romantic, Stylish",3575,"Gaming Headset - Collection 8, a refined gaming gift for thank you and gaming enthusiasts."
Gaming Headset - Collection 9,Gaming,Just Because,Partner,gaming esports technology entertainment,"Practical, Minimalist",3900,"Gaming Headset - Collection 9, a refined gaming gift for just because and gaming enthusiasts."
Gaming Headset - Collection 10,Gaming,Birthday,Best Friend,gaming esports technology entertainment,"Adventurous, Extroverted",4225,"Gaming Headset - Collection 10, a refined gaming gift for birthday and gaming enthusiasts."
Gaming Headset - Collection 11,Gaming,Anniversary,Friend,gaming esports technology entertainment,"Introverted, Intellectual",4550,"Gaming Headset - Collection 11, a refined gaming gift for anniversary and gaming enthusiasts."
Gaming Headset - Collection 12,Gaming,Valentines Day,Sibling,gaming esports technology entertainment,"Funny, Trendy",4875,"Gaming Headset - Collection 12, a refined gaming gift for valentines day and gaming enthusiasts."
Gaming Headset - Collection 13,Gaming,Graduation,Parent,gaming esports technology entertainment,"Techie, Practical",5200,"Gaming Headset - Collection 13, a refined gaming gift for graduation and gaming enthusiasts."
Gaming Headset - Collection 14,Gaming,Housewarming,Family,gaming esports technology entertainment,"Classic, Sentimental",5525,"Gaming Headset - Collection 14, a refined gaming gift for housewarming and gaming enthusiasts."
RGB Desk Light - Collection 8,Gaming,Just Because,Friend,gaming esports technology entertainment,"Practical, Minimalist",3575,"RGB Desk Light - Collection 8, a refined gaming gift for just because and gaming enthusiasts."
RGB Desk Light - Collection 9,Gaming,Birthday,Sibling,gaming esports technology entertainment,"Adventurous, Extroverted",3900,"RGB Desk Light - Collection 9, a refined gaming gift for birthday and gaming enthusiasts."
